date,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,year,month,day,hour
2016-08-04 11:00:00,110000,1924.97,1936.1,1924.97,1936.1,4924365936,2016,8,4,11
2016-08-04 12:00:00,120000,1936.01,1940.26,1934.66,1935.56,3039826994,2016,8,4,12
2016-08-04 13:00:00,130000,1935.49,1939.48,1930.86,1938.2,2145714670,2016,8,4,13
2016-08-04 14:00:00,140000,1938.2,1939.74,1935.68,1937.09,1144101357,2016,8,4,14
2016-08-04 15:00:00,150000,1937.09,1941.31,1935.12,1937.52,1773600851,2016,8,4,15
2016-08-04 16:00:00,160000,1937.53,1939.81,1928.17,1928.38,1880232457,2016,8,4,16
2016-08-04 17:00:00,170000,1928.42,1933.99,1926.8,1930.37,2929660620,2016,8,4,17
2016-08-04 18:00:00,180000,1930.37,1942.46,1928.96,1942.03,3435823639,2016,8,4,18
2016-08-04 19:00:00,190000,1942.04,1945.14,1941.4,1944.94,2856663048,2016,8,4,19
2016-08-05 11:00:00,110000,1945.93,1952.35,1943.39,1943.52,3937307986,2016,8,5,11
2016-08-05 12:00:00,120000,1943.51,1944.31,1940.2,1941.61,2052504267,2016,8,5,12
2016-08-05 13:00:00,130000,1941.61,1943.05,1936.93,1938.31,1474982251,2016,8,5,13
2016-08-05 14:00:00,140000,1938.37,1940.31,1936.02,1939.68,1029855802,2016,8,5,14
2016-08-05 15:00:00,150000,1939.73,1941.89,1937.11,1940.49,1917554140,2016,8,5,15
2016-08-05 16:00:00,160000,1940.51,1941.33,1932.92,1933.12,3080753655,2016,8,5,16
2016-08-05 17:00:00,170000,1933.12,1938.5,1931.01,1937.96,2878428131,2016,8,5,17
2016-08-05 18:00:00,180000,1938.0,1940.85,1933.53,1940.15,2291285200,2016,8,5,18
2016-08-05 19:00:00,190000,1940.2,1945.91,1939.47,1944.31,2743815466,2016,8,5,19
2016-08-08 11:00:00,110000,1948.51,1952.18,1947.22,1949.58,3313605461,2016,8,8,11
2016-08-08 12:00:00,120000,1949.66,1951.99,1949.16,1951.6,1930916131,2016,8,8,12
2016-08-08 13:00:00,130000,1951.59,1954.03,1951.19,1953.8,1773817429,2016,8,8,13
2016-08-08 14:00:00,140000,1953.85,1956.29,1953.32,1954.48,1470106971,2016,8,8,14
2016-08-08 15:00:00,150000,1954.48,1956.6,1953.56,1954.09,2423404508,2016,8,8,15
2016-08-08 16:00:00,160000,1954.09,1956.17,1950.02,1950.15,1819003953,2016,8,8,16
2016-08-08 17:00:00,170000,1950.18,1955.1,1949.88,1954.75,1644485060,2016,8,8,17
2016-08-08 18:00:00,180000,1954.75,1954.91,1948.98,1950.57,2971799647,2016,8,8,18
2016-08-08 19:00:00,190000,1950.63,1956.99,1950.14,1956.99,2766155381,2016,8,8,19
2016-08-09 11:00:00,110000,1954.05,1960.87,1948.89,1960.72,3498402912,2016,8,9,11
2016-08-09 12:00:00,120000,1960.69,1964.58,1959.4,1961.49,2893982320,2016,8,9,12
2016-08-09 13:00:00,130000,1961.48,1961.76,1959.69,1960.36,1551437752,2016,8,9,13
2016-08-09 14:00:00,140000,1960.62,1960.88,1956.74,1958.33,2053374833,2016,8,9,14
2016-08-09 15:00:00,150000,1958.25,1959.08,1953.67,1955.16,2003302724,2016,8,9,15
2016-08-09 16:00:00,160000,1955.11,1957.45,1949.06,1950.43,2950071328,2016,8,9,16
2016-08-09 17:00:00,170000,1950.47,1955.57,1949.79,1954.69,2339911052,2016,8,9,17
2016-08-09 18:00:00,180000,1954.7,1960.8,1953.36,1958.73,3083714613,2016,8,9,18
2016-08-09 19:00:00,190000,1958.72,1961.24,1956.42,1956.42,2427339433,2016,8,9,19
2016-08-10 11:00:00,110000,1956.33,1956.33,1951.29,1952.93,3069554483,2016,8,10,11
2016-08-10 12:00:00,120000,1952.93,1954.5,1952.01,1953.14,1398143410,2016,8,10,12
2016-08-10 13:00:00,130000,1953.04,1959.99,1952.75,1954.1,2016218288,2016,8,10,13
2016-08-10 14:00:00,140000,1954.09,1955.68,1951.83,1953.95,1034056338,2016,8,10,14
2016-08-10 15:00:00,150000,1953.95,1956.71,1953.25,1953.42,1756979459,2016,8,10,15
2016-08-10 16:00:00,160000,1953.43,1953.43,1951.13,1951.72,1375265613,2016,8,10,16
2016-08-10 17:00:00,170000,1951.72,1953.97,1950.73,1952.45,1606050525,2016,8,10,17
2016-08-10 18:00:00,180000,1952.28,1952.77,1942.77,1943.62,4534067682,2016,8,10,18
2016-08-10 19:00:00,190000,1943.6,1945.57,1940.63,1942.67,4698439048,2016,8,10,19
2016-08-11 11:00:00,110000,1941.32,1946.69,1933.27,1939.43,4860166354,2016,8,11,11
2016-08-11 12:00:00,120000,1939.43,1940.87,1935.73,1938.88,1966681647,2016,8,11,12
2016-08-11 13:00:00,130000,1938.86,1943.5,1937.76,1942.81,2224926345,2016,8,11,13
2016-08-11 14:00:00,140000,1942.8,1945.19,1940.26,1943.45,2010020549,2016,8,11,14
2016-08-11 15:00:00,150000,1943.49,1945.11,1935.48,1935.99,1921022509,2016,8,11,15
2016-08-11 16:00:00,160000,1936.03,1938.91,1934.65,1937.27,1541304307,2016,8,11,16
2016-08-11 17:00:00,170000,1937.02,1943.41,1936.9,1942.71,1692443859,2016,8,11,17
2016-08-11 18:00:00,180000,1942.71,1948.69,1942.71,1946.81,2690877351,2016,8,11,18
2016-08-11 19:00:00,190000,1946.87,1952.18,1944.32,1952.18,3001781889,2016,8,11,19
2016-08-12 11:00:00,110000,1955.16,1966.9,1953.92,1965.57,6741458773,2016,8,12,11
2016-08-12 12:00:00,120000,1965.46,1968.18,1962.9,1962.92,2802935358,2016,8,12,12
2016-08-12 13:00:00,130000,1962.8,1967.38,1962.1,1966.64,1689592301,2016,8,12,13
2016-08-12 14:00:00,140000,1966.65,1966.73,1961.44,1961.97,1540347650,2016,8,12,14
2016-08-12 15:00:00,150000,1961.95,1963.47,1957.42,1960.29,1952726832,2016,8,12,15
2016-08-12 16:00:00,160000,1960.29,1960.79,1952.56,1953.49,2127307598,2016,8,12,16
2016-08-12 17:00:00,170000,1953.57,1960.93,1953.09,1960.02,1756111140,2016,8,12,17
2016-08-12 18:00:00,180000,1960.01,1963.36,1957.51,1963.26,2158527617,2016,8,12,18
2016-08-12 19:00:00,190000,1963.27,1967.84,1962.68,1967.18,2592597827,2016,8,12,19
2016-08-15 11:00:00,110000,1969.96,1975.72,1964.84,1975.18,4239427077,2016,8,15,11
2016-08-15 12:00:00,120000,1975.11,1977.19,1972.43,1974.31,2179046033,2016,8,15,12
2016-08-15 13:00:00,130000,1974.27,1978.96,1969.9,1972.3,2486925225,2016,8,15,13
2016-08-15 14:00:00,140000,1972.29,1974.44,1971.58,1972.18,1533375810,2016,8,15,14
2016-08-15 15:00:00,150000,1972.18,1973.69,1969.74,1970.75,1540255547,2016,8,15,15
2016-08-15 16:00:00,160000,1970.74,1975.27,1970.74,1973.46,2651901011,2016,8,15,16
2016-08-15 17:00:00,170000,1973.46,1983.1,1973.16,1978.91,4448904738,2016,8,15,17
2016-08-15 18:00:00,180000,1978.99,1981.44,1978.25,1979.45,2580023721,2016,8,15,18
2016-08-15 19:00:00,190000,1979.45,1982.89,1977.28,1977.28,2652142429,2016,8,15,19
2016-08-16 11:00:00,110000,1977.76,1986.96,1970.88,1985.7,4687083334,2016,8,16,11
2016-08-16 12:00:00,120000,1985.66,1990.48,1982.09,1988.4,2914245386,2016,8,16,12
2016-08-16 13:00:00,130000,1988.39,1994.33,1987.84,1994.15,3624424516,2016,8,16,13
2016-08-16 14:00:00,140000,1994.24,1994.28,1985.61,1986.51,1805279342,2016,8,16,14
2016-08-16 15:00:00,150000,1986.49,1987.33,1980.16,1980.79,1918669410,2016,8,16,15
2016-08-16 16:00:00,160000,1980.65,1981.15,1974.17,1975.84,3159041311,2016,8,16,16
2016-08-16 17:00:00,170000,1975.83,1975.83,1969.77,1975.29,3879392874,2016,8,16,17
2016-08-16 18:00:00,180000,1974.79,1977.47,1967.37,1969.09,3598558122,2016,8,16,18
2016-08-16 19:00:00,190000,1969.09,1975.84,1967.37,1975.8,3123167546,2016,8,16,19
2016-08-17 11:00:00,110000,1971.49,1973.02,1965.08,1966.67,5387691629,2016,8,17,11
2016-08-17 12:00:00,120000,1966.68,1968.2,1961.27,1961.58,4157886954,2016,8,17,12
2016-08-17 13:00:00,130000,1961.58,1968.66,1959.44,1966.1,2025015560,2016,8,17,13
2016-08-17 14:00:00,140000,1966.11,1966.78,1963.15,1966.02,1285232423,2016,8,17,14
2016-08-17 15:00:00,150000,1965.89,1972.78,1965.18,1970.93,2577661052,2016,8,17,15
2016-08-17 16:00:00,160000,1970.81,1972.75,1968.76,1970.74,1558104708,2016,8,17,16
2016-08-17 17:00:00,170000,1970.74,1971.89,1965.18,1965.37,1970373426,2016,8,17,17
2016-08-17 18:00:00,180000,1965.37,1973.01,1965.19,1971.91,2778457176,2016,8,17,18
2016-08-17 19:00:00,190000,1971.76,1972.72,1964.57,1969.19,3488845970,2016,8,17,19
2016-08-18 11:00:00,110000,1971.26,1976.71,1970.26,1974.18,4696609528,2016,8,18,11
2016-08-18 12:00:00,120000,1974.17,1975.39,1971.14,1971.62,2245849185,2016,8,18,12
2016-08-18 13:00:00,130000,1971.62,1974.06,1970.3,1973.72,1262177881,2016,8,18,13
2016-08-18 14:00:00,140000,1973.67,1973.81,1968.41,1970.6,1290452077,2016,8,18,14
2016-08-18 15:00:00,150000,1970.61,1975.04,1970.16,1973.27,1171089043,2016,8,18,15
2016-08-18 16:00:00,160000,1973.29,1973.29,1966.75,1966.89,4369232595,2016,8,18,16
2016-08-18 17:00:00,170000,1966.89,1966.92,1961.35,1962.35,4311488605,2016,8,18,17
2016-08-18 18:00:00,180000,1962.35,1966.59,1961.96,1966.51,3072581676,2016,8,18,18
2016-08-18 19:00:00,190000,1966.55,1972.52,1966.33,1970.07,3146145269,2016,8,18,19
2016-08-19 11:00:00,110000,1972.89,1974.4,1964.64,1966.68,4583992308,2016,8,19,11
2016-08-19 12:00:00,120000,1967.0,1969.49,1963.01,1964.67,3003406717,2016,8,19,12
2016-08-19 13:00:00,130000,1964.67,1966.7,1962.05,1966.55,1843637439,2016,8,19,13
2016-08-19 14:00:00,140000,1966.56,1969.31,1964.59,1964.6,1187061439,2016,8,19,14
2016-08-19 15:00:00,150000,1964.6,1968.12,1964.42,1966.15,1264008035,2016,8,19,15
2016-08-19 16:00:00,160000,1966.19,1966.24,1960.89,1964.09,1849746123,2016,8,19,16
2016-08-19 17:00:00,170000,1964.03,1967.63,1960.34,1962.94,2592916471,2016,8,19,17
2016-08-19 18:00:00,180000,1962.87,1964.68,1961.08,1964.29,1667775999,2016,8,19,18
2016-08-19 19:00:00,190000,1964.28,1964.81,1959.72,1959.72,1775655091,2016,8,19,19
2016-08-22 11:00:00,110000,1956.46,1956.78,1948.35,1955.85,4583354729,2016,8,22,11
2016-08-22 12:00:00,120000,1955.85,1959.78,1954.89,1957.63,2222427668,2016,8,22,12
2016-08-22 13:00:00,130000,1957.62,1959.71,1953.63,1955.03,1860224470,2016,8,22,13
2016-08-22 14:00:00,140000,1954.73,1960.08,1952.63,1958.71,1660430921,2016,8,22,14
2016-08-22 15:00:00,150000,1958.7,1963.02,1957.46,1961.41,1076338701,2016,8,22,15
2016-08-22 16:00:00,160000,1961.41,1963.97,1960.18,1962.26,1145349276,2016,8,22,16
2016-08-22 17:00:00,170000,1962.27,1967.92,1960.26,1967.63,1996641373,2016,8,22,17
2016-08-22 18:00:00,180000,1967.63,1976.87,1967.16,1974.51,3184150929,2016,8,22,18
2016-08-22 19:00:00,190000,1974.51,1979.09,1972.09,1979.09,2722038363,2016,8,22,19
2016-08-23 11:00:00,110000,1976.07,1981.77,1973.43,1978.55,3581436426,2016,8,23,11
2016-08-23 12:00:00,120000,1978.38,1984.4,1978.37,1980.43,2618430263,2016,8,23,12
2016-08-23 13:00:00,130000,1980.52,1983.04,1979.22,1980.75,1941294439,2016,8,23,13
2016-08-23 14:00:00,140000,1980.73,1982.42,1980.2,1982.09,1094555243,2016,8,23,14
2016-08-23 15:00:00,150000,1982.1,1986.79,1981.77,1986.14,1703764292,2016,8,23,15
2016-08-23 16:00:00,160000,1986.46,1988.98,1985.71,1987.16,2033746144,2016,8,23,16
2016-08-23 17:00:00,170000,1987.17,1989.16,1985.68,1987.37,1932797107,2016,8,23,17
2016-08-23 18:00:00,180000,1987.34,1991.39,1983.93,1991.03,3864506826,2016,8,23,18
2016-08-23 19:00:00,190000,1990.95,1992.55,1988.98,1989.51,4342646377,2016,8,23,19
2016-08-24 11:00:00,110000,1988.08,1989.43,1983.68,1984.34,3559019850,2016,8,24,11
2016-08-24 12:00:00,120000,1984.34,1984.82,1978.95,1980.55,3075495542,2016,8,24,12
2016-08-24 13:00:00,130000,1980.54,1982.14,1978.89,1980.1,1854146555,2016,8,24,13
2016-08-24 14:00:00,140000,1980.11,1980.13,1975.54,1979.43,1473316084,2016,8,24,14
2016-08-24 15:00:00,150000,1979.43,1979.65,1975.0,1976.61,1652331483,2016,8,24,15
2016-08-24 16:00:00,160000,1976.64,1979.73,1976.44,1977.92,1494084035,2016,8,24,16
2016-08-24 17:00:00,170000,1977.95,1978.16,1974.89,1976.24,3110762993,2016,8,24,17
2016-08-24 18:00:00,180000,1976.24,1980.54,1975.93,1976.24,2790524634,2016,8,24,18
2016-08-24 19:00:00,190000,1976.24,1983.59,1975.78,1983.59,1918002574,2016,8,24,19
2016-08-25 11:00:00,110000,1983.22,1983.22,1973.02,1974.06,5604247829,2016,8,25,11
2016-08-25 12:00:00,120000,1974.02,1977.99,1970.96,1974.61,3854779392,2016,8,25,12
2016-08-25 13:00:00,130000,1974.64,1975.54,1970.56,1970.98,2763991747,2016,8,25,13
2016-08-25 14:00:00,140000,1971.04,1974.16,1970.69,1973.1,1838030132,2016,8,25,14
2016-08-25 15:00:00,150000,1973.1,1973.21,1969.66,1970.47,1743981588,2016,8,25,15
2016-08-25 16:00:00,160000,1970.47,1972.85,1969.53,1971.75,1464251446,2016,8,25,16
2016-08-25 17:00:00,170000,1971.75,1975.3,1970.83,1975.02,3320719024,2016,8,25,17
2016-08-25 18:00:00,180000,1975.1,1977.56,1973.95,1976.68,3927603329,2016,8,25,18
2016-08-25 19:00:00,190000,1976.59,1987.35,1976.59,1985.56,5688369850,2016,8,25,19
2016-08-26 11:00:00,110000,1984.68,1991.38,1982.46,1989.55,5150772220,2016,8,26,11
2016-08-26 12:00:00,120000,1989.54,1992.48,1986.52,1987.02,4381740650,2016,8,26,12
2016-08-26 13:00:00,130000,1987.03,1988.31,1982.62,1982.94,2412659200,2016,8,26,13
2016-08-26 14:00:00,140000,1982.8,1982.82,1977.54,1978.65,2741243180,2016,8,26,14
2016-08-26 15:00:00,150000,1978.7,1981.0,1978.08,1979.51,1749525323,2016,8,26,15
2016-08-26 16:00:00,160000,1979.51,1984.06,1979.18,1983.39,2156003699,2016,8,26,16
2016-08-26 17:00:00,170000,1983.41,1984.07,1979.09,1983.22,2321200253,2016,8,26,17
2016-08-26 18:00:00,180000,1983.16,1992.74,1976.87,1988.87,5605144608,2016,8,26,18
2016-08-26 19:00:00,190000,1988.89,1997.1,1988.89,1993.35,3925740620,2016,8,26,19
2016-08-29 11:00:00,110000,1985.99,1985.99,1972.95,1975.26,4473670030,2016,8,29,11
2016-08-29 12:00:00,120000,1975.27,1978.29,1973.02,1977.89,1876959505,2016,8,29,12
2016-08-29 13:00:00,130000,1977.85,1977.85,1970.53,1973.89,1832460530,2016,8,29,13
2016-08-29 14:00:00,140000,1973.88,1975.6,1972.38,1975.05,1048717455,2016,8,29,14
2016-08-29 15:00:00,150000,1975.07,1977.43,1973.89,1974.89,1924982107,2016,8,29,15
2016-08-29 16:00:00,160000,1974.9,1979.06,1974.17,1974.43,1859357423,2016,8,29,16
2016-08-29 17:00:00,170000,1974.49,1980.8,1974.4,1979.63,2125129619,2016,8,29,17
2016-08-29 18:00:00,180000,1979.63,1983.91,1977.95,1979.41,2385297139,2016,8,29,18
2016-08-29 19:00:00,190000,1979.41,1986.72,1979.41,1986.72,1735891106,2016,8,29,19
2016-08-30 11:00:00,110000,1989.03,1995.28,1984.81,1994.7,4662755199,2016,8,30,11
2016-08-30 12:00:00,120000,1994.62,1996.77,1992.36,1995.9,2993869724,2016,8,30,12
2016-08-30 13:00:00,130000,1995.91,1996.37,1992.84,1995.47,1537447752,2016,8,30,13
2016-08-30 14:00:00,140000,1995.47,1998.33,1994.38,1995.38,1491740712,2016,8,30,14
2016-08-30 15:00:00,150000,1995.41,1997.16,1994.49,1996.14,1243105946,2016,8,30,15
2016-08-30 16:00:00,160000,1996.14,1997.5,1993.24,1994.07,1617754632,2016,8,30,16
2016-08-30 17:00:00,170000,1994.07,1999.14,1993.95,1998.01,1769367008,2016,8,30,17
2016-08-30 18:00:00,180000,1997.82,1997.82,1983.84,1986.69,4847510647,2016,8,30,18
2016-08-30 19:00:00,190000,1986.72,1988.99,1984.6,1985.69,2335530965,2016,8,30,19
2016-08-31 11:00:00,110000,1985.84,1988.56,1980.58,1980.68,1770039314,2016,8,31,11
2016-08-31 14:00:00,140000,1983.08,1983.28,1981.66,1982.59,779623514,2016,8,31,14
2016-08-31 15:00:00,150000,1982.59,1982.91,1980.33,1981.96,1201108893,2016,8,31,15
2016-08-31 16:00:00,160000,1981.96,1982.52,1976.16,1976.78,2476422045,2016,8,31,16
2016-08-31 17:00:00,170000,1976.75,1977.97,1974.05,1974.7,3035641549,2016,8,31,17
2016-08-31 18:00:00,180000,1974.67,1974.8,1968.79,1970.96,4561291119,2016,8,31,18
2016-08-31 19:00:00,190000,1970.89,1973.49,1966.88,1971.59,7023744687,2016,8,31,19
2016-09-01 11:00:00,110000,1976.26,1976.26,1969.48,1970.9,4117959523,2016,9,1,11
2016-09-01 12:00:00,120000,1970.96,1976.26,1970.08,1975.59,2484911725,2016,9,1,12
2016-09-01 13:00:00,130000,1975.4,1975.4,1971.07,1973.22,1611650310,2016,9,1,13
2016-09-01 14:00:00,140000,1973.0,1975.9,1971.39,1974.46,1498067865,2016,9,1,14
2016-09-01 15:00:00,150000,1974.46,1976.95,1972.76,1975.73,1445057712,2016,9,1,15
2016-09-01 16:00:00,160000,1975.8,1977.01,1972.52,1976.63,2032809648,2016,9,1,16
2016-09-01 17:00:00,170000,1976.68,1978.72,1974.47,1978.05,2840623045,2016,9,1,17
2016-09-01 18:00:00,180000,1978.16,1982.26,1973.59,1977.07,2462704379,2016,9,1,18
2016-09-01 19:00:00,190000,1977.07,1982.03,1976.89,1976.91,3651209578,2016,9,1,19
2016-09-02 11:00:00,110000,1978.16,1982.59,1976.62,1981.74,3424822358,2016,9,2,11
2016-09-02 12:00:00,120000,1981.53,1986.69,1979.24,1986.49,3453613409,2016,9,2,12
2016-09-02 13:00:00,130000,1986.51,1989.02,1984.81,1988.78,2074845580,2016,9,2,13
2016-09-02 14:00:00,140000,1988.83,1989.54,1986.57,1987.73,1647380963,2016,9,2,14
2016-09-02 15:00:00,150000,1987.88,1993.35,1987.8,1992.36,2264591787,2016,9,2,15
2016-09-02 16:00:00,160000,1992.36,1999.75,1989.92,1997.95,4454716522,2016,9,2,16
2016-09-02 17:00:00,170000,1997.99,2006.25,1997.71,2003.98,4493280946,2016,9,2,17
2016-09-02 18:00:00,180000,2003.89,2005.03,1999.46,1999.88,3590322361,2016,9,2,18
2016-09-02 19:00:00,190000,1999.99,2003.77,1999.88,2003.77,2367733263,2016,9,2,19
2016-09-05 11:00:00,110000,2008.69,2017.93,2005.42,2013.53,7074149661,2016,9,5,11
2016-09-05 12:00:00,120000,2013.58,2019.65,2010.63,2017.38,5271709937,2016,9,5,12
2016-09-05 13:00:00,130000,2017.38,2019.27,2010.48,2011.11,3457734891,2016,9,5,13
2016-09-05 14:00:00,140000,2011.14,2014.29,2009.82,2011.92,2212783866,2016,9,5,14
2016-09-05 15:00:00,150000,2011.92,2013.54,2010.15,2012.41,1235118699,2016,9,5,15
2016-09-05 16:00:00,160000,2012.41,2016.65,2011.74,2015.2,1425397721,2016,9,5,16
2016-09-05 17:00:00,170000,2015.2,2016.82,2013.74,2016.07,1687276147,2016,9,5,17
2016-09-05 18:00:00,180000,2016.07,2016.26,2011.31,2015.67,2010297466,2016,9,5,18
2016-09-05 19:00:00,190000,2015.66,2019.54,2015.44,2017.38,2117841553,2016,9,5,19
2016-09-06 11:00:00,110000,2020.77,2022.85,2017.5,2020.62,4882841412,2016,9,6,11
2016-09-06 12:00:00,120000,2020.62,2024.31,2018.61,2023.95,4481909758,2016,9,6,12
2016-09-06 13:00:00,130000,2023.94,2031.32,2020.83,2030.46,5108277302,2016,9,6,13
2016-09-06 14:00:00,140000,2030.49,2034.47,2026.39,2034.29,2231651038,2016,9,6,14
2016-09-06 15:00:00,150000,2034.29,2039.47,2033.12,2034.41,2465210606,2016,9,6,15
2016-09-06 16:00:00,160000,2034.44,2036.44,2029.16,2029.83,3385514812,2016,9,6,16
2016-09-06 17:00:00,170000,2029.84,2036.77,2029.49,2035.36,2509546391,2016,9,6,17
2016-09-06 18:00:00,180000,2035.4,2038.44,2032.44,2036.08,3979272252,2016,9,6,18
2016-09-06 19:00:00,190000,2036.05,2040.42,2035.02,2039.53,3986494411,2016,9,6,19
2016-09-07 11:00:00,110000,2042.21,2050.71,2042.12,2048.3,8762117725,2016,9,7,11
2016-09-07 12:00:00,120000,2048.3,2055.3,2048.23,2054.11,6466869289,2016,9,7,12
2016-09-07 13:00:00,130000,2054.11,2054.11,2050.37,2051.05,2808048181,2016,9,7,13
2016-09-07 14:00:00,140000,2051.12,2055.03,2050.83,2052.07,1944726797,2016,9,7,14
2016-09-07 15:00:00,150000,2052.06,2053.39,2050.39,2051.12,2673889720,2016,9,7,15
2016-09-07 16:00:00,160000,2051.12,2057.83,2047.63,2056.65,5110482986,2016,9,7,16
2016-09-07 17:00:00,170000,2056.65,2060.03,2052.29,2054.01,4020335789,2016,9,7,17
2016-09-07 18:00:00,180000,2053.88,2053.88,2047.31,2048.83,4530815799,2016,9,7,18
2016-09-07 19:00:00,190000,2048.86,2053.75,2046.81,2053.75,2945917969,2016,9,7,19
2016-09-08 11:00:00,110000,2058.73,2063.13,2056.01,2057.81,6799558774,2016,9,8,11
2016-09-08 12:00:00,120000,2057.6,2057.6,2046.89,2048.7,4571227168,2016,9,8,12
2016-09-08 13:00:00,130000,2048.74,2052.42,2048.05,2050.92,2194594343,2016,9,8,13
2016-09-08 14:00:00,140000,2050.92,2051.44,2048.74,2050.23,1666691956,2016,9,8,14
2016-09-08 15:00:00,150000,2050.23,2051.26,2044.01,2045.3,2594383381,2016,9,8,15
2016-09-08 16:00:00,160000,2045.3,2049.52,2045.3,2048.86,1665618900,2016,9,8,16
2016-09-08 17:00:00,170000,2048.85,2049.06,2045.27,2046.4,2792844124,2016,9,8,17
2016-09-08 18:00:00,180000,2046.26,2047.6,2041.01,2046.77,3828968510,2016,9,8,18
2016-09-08 19:00:00,190000,2046.68,2053.57,2046.68,2050.77,4826115598,2016,9,8,19
2016-09-09 11:00:00,110000,2044.93,2045.04,2034.72,2037.92,4670226276,2016,9,9,11
2016-09-09 12:00:00,120000,2037.75,2039.88,2032.09,2035.36,2621403957,2016,9,9,12
2016-09-09 13:00:00,130000,2035.39,2039.02,2032.92,2036.61,1624208143,2016,9,9,13
2016-09-09 14:00:00,140000,2036.61,2036.64,2030.98,2033.92,2173397633,2016,9,9,14
2016-09-09 15:00:00,150000,2033.93,2035.38,2031.54,2032.28,1446492349,2016,9,9,15
2016-09-09 16:00:00,160000,2032.28,2034.38,2031.64,2032.41,2222556391,2016,9,9,16
2016-09-09 17:00:00,170000,2032.36,2034.37,2029.85,2031.15,2460652565,2016,9,9,17
2016-09-09 18:00:00,180000,2031.29,2034.11,2031.08,2032.49,2559417038,2016,9,9,18
2016-09-09 19:00:00,190000,2032.5,2033.31,2028.25,2028.25,2809121067,2016,9,9,19
2016-09-12 11:00:00,110000,2017.08,2017.08,2010.19,2012.44,6381908795,2016,9,12,11
2016-09-12 12:00:00,120000,2012.76,2014.06,2005.08,2006.31,3590901084,2016,9,12,12
2016-09-12 13:00:00,130000,2006.24,2011.28,2005.25,2008.21,2380080240,2016,9,12,13
2016-09-12 14:00:00,140000,2008.27,2009.41,2004.43,2007.78,2291312429,2016,9,12,14
2016-09-12 15:00:00,150000,2007.78,2011.4,2005.28,2009.99,2023824785,2016,9,12,15
2016-09-12 16:00:00,160000,2009.99,2017.2,2008.68,2016.02,3322700314,2016,9,12,16
2016-09-12 17:00:00,170000,2016.1,2018.92,2009.29,2018.47,3956720653,2016,9,12,17
2016-09-12 18:00:00,180000,2018.5,2021.38,2015.87,2019.4,4148231986,2016,9,12,18
2016-09-12 19:00:00,190000,2019.4,2021.58,2017.65,2019.9,2340297947,2016,9,12,19
2016-09-13 11:00:00,110000,2020.6,2026.57,2019.97,2024.59,4627089312,2016,9,13,11
2016-09-13 12:00:00,120000,2024.71,2024.93,2010.89,2011.51,3103708317,2016,9,13,12
2016-09-13 13:00:00,130000,2011.53,2013.32,2010.87,2012.06,1291388987,2016,9,13,13
2016-09-13 14:00:00,140000,2012.06,2013.56,2010.56,2012.69,1607896500,2016,9,13,14
2016-09-13 15:00:00,150000,2012.7,2013.2,2009.02,2010.72,1492354014,2016,9,13,15
2016-09-13 16:00:00,160000,2010.72,2011.41,2002.08,2003.98,2583211252,2016,9,13,16
2016-09-13 17:00:00,170000,2004.07,2008.87,2003.85,2004.22,2735062380,2016,9,13,17
2016-09-13 18:00:00,180000,2004.19,2009.58,2002.62,2004.48,2636598891,2016,9,13,18
2016-09-13 19:00:00,190000,2004.48,2005.29,2001.34,2004.5,1732842315,2016,9,13,19
2016-09-14 11:00:00,110000,2003.74,2005.46,1995.7,1998.38,3663550072,2016,9,14,11
2016-09-14 12:00:00,120000,1998.37,2010.27,1996.26,2006.06,2998224863,2016,9,14,12
2016-09-14 13:00:00,130000,2006.18,2006.79,1999.1,2001.2,2240906973,2016,9,14,13
2016-09-14 14:00:00,140000,2001.21,2005.55,1999.24,2004.14,1442047067,2016,9,14,14
2016-09-14 15:00:00,150000,2004.1,2009.2,2003.71,2008.04,1841441227,2016,9,14,15
2016-09-14 16:00:00,160000,2008.05,2009.14,2004.26,2006.45,2151713764,2016,9,14,16
2016-09-14 17:00:00,170000,2006.52,2007.7,2001.66,2004.04,2406798495,2016,9,14,17
2016-09-14 18:00:00,180000,2004.17,2010.47,2002.56,2003.79,3975087156,2016,9,14,18
2016-09-14 19:00:00,190000,2003.79,2005.17,1999.5,2004.48,3030945871,2016,9,14,19
2016-09-15 11:00:00,110000,2003.2,2004.65,1996.73,1999.17,4166315754,2016,9,15,11
2016-09-15 12:00:00,120000,1999.09,1999.83,1994.76,1996.57,3758259420,2016,9,15,12
2016-09-15 13:00:00,130000,1996.56,1996.72,1992.02,1993.44,3076861805,2016,9,15,13
2016-09-15 14:00:00,140000,1993.45,1995.37,1991.53,1994.23,1788011583,2016,9,15,14
2016-09-15 15:00:00,150000,1994.23,1994.42,1989.4,1993.14,1727065696,2016,9,15,15
2016-09-15 16:00:00,160000,1993.13,1996.07,1991.26,1993.82,3749327525,2016,9,15,16
2016-09-15 17:00:00,170000,1993.72,1996.69,1991.91,1994.26,2318517956,2016,9,15,17
2016-09-15 18:00:00,180000,1994.38,1995.1,1982.95,1993.44,4344323255,2016,9,15,18
2016-09-15 19:00:00,190000,1993.36,1997.13,1993.1,1996.58,3441014329,2016,9,15,19
2016-09-16 11:00:00,110000,1998.14,1999.69,1993.18,1996.56,4089812778,2016,9,16,11
2016-09-16 12:00:00,120000,1996.58,2004.37,1994.73,2002.81,3383848645,2016,9,16,12
