date,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,year,month,day,hour
2017-04-03 12:00:00,120000,1999.2,2007.06,1998.82,2006.35,2251550486,2017,4,3,12
2017-04-03 13:00:00,130000,2006.41,2012.15,2006.41,2011.63,2132501700,2017,4,3,13
2017-04-03 14:00:00,140000,2011.8,2013.8,2009.1,2012.86,1747405374,2017,4,3,14
2017-04-03 15:00:00,150000,2012.86,2014.18,2011.61,2013.06,1298861670,2017,4,3,15
2017-04-03 16:00:00,160000,2012.98,2013.01,2004.57,2006.95,2283772848,2017,4,3,16
2017-04-03 17:00:00,170000,2006.99,2009.29,1998.04,2004.41,2918358386,2017,4,3,17
2017-04-03 18:00:00,180000,2004.41,2008.82,2002.1,2006.32,2002151758,2017,4,3,18
2017-04-03 19:00:00,190000,2006.33,2008.64,2002.21,2008.61,2157391545,2017,4,3,19
2017-04-04 11:00:00,110000,2007.9,2012.73,2005.61,2010.38,2832948664,2017,4,4,11
2017-04-04 12:00:00,120000,2010.38,2012.22,2006.6,2007.76,2000826749,2017,4,4,12
2017-04-04 13:00:00,130000,2007.76,2011.33,2006.51,2010.28,1276118579,2017,4,4,13
2017-04-04 14:00:00,140000,2010.28,2020.11,2008.85,2017.71,2549073477,2017,4,4,14
2017-04-04 15:00:00,150000,2017.7,2025.85,2017.41,2023.04,2413111786,2017,4,4,15
2017-04-04 16:00:00,160000,2023.05,2023.74,2015.25,2017.61,1780423313,2017,4,4,16
2017-04-04 17:00:00,170000,2017.6,2019.36,2015.28,2016.3,1456707351,2017,4,4,17
2017-04-04 18:00:00,180000,2016.3,2024.68,2015.02,2023.95,3153161049,2017,4,4,18
2017-04-04 19:00:00,190000,2024.06,2028.01,2023.3,2025.69,3126978616,2017,4,4,19
2017-04-05 11:00:00,110000,2028.71,2040.87,2028.12,2040.02,5941014973,2017,4,5,11
2017-04-05 12:00:00,120000,2040.16,2046.14,2038.95,2045.17,3172130324,2017,4,5,12
2017-04-05 13:00:00,130000,2045.05,2050.74,2044.46,2050.18,3894147911,2017,4,5,13
2017-04-05 14:00:00,140000,2050.38,2053.21,2048.13,2051.29,2927748327,2017,4,5,14
2017-04-05 15:00:00,150000,2051.41,2055.93,2049.8,2054.11,3686500132,2017,4,5,15
2017-04-05 16:00:00,160000,2054.15,2055.49,2049.6,2053.19,2445825374,2017,4,5,16
2017-04-05 17:00:00,170000,2053.23,2056.45,2052.0,2054.84,2695262943,2017,4,5,17
2017-04-05 18:00:00,180000,2054.89,2057.03,2050.39,2052.17,3809611480,2017,4,5,18
2017-04-05 19:00:00,190000,2052.27,2056.32,2047.45,2056.32,4432801270,2017,4,5,19
2017-04-06 11:00:00,110000,2052.05,2052.05,2043.42,2047.88,4300717565,2017,4,6,11
2017-04-06 12:00:00,120000,2047.8,2055.5,2046.97,2054.67,2996124195,2017,4,6,12
2017-04-06 13:00:00,130000,2054.81,2057.21,2051.93,2055.22,2092843447,2017,4,6,13
2017-04-06 14:00:00,140000,2055.2,2058.11,2052.27,2055.09,2235955930,2017,4,6,14
2017-04-06 15:00:00,150000,2055.07,2056.58,2047.41,2049.36,1884394117,2017,4,6,15
2017-04-06 16:00:00,160000,2049.2,2055.59,2047.97,2054.82,2553305255,2017,4,6,16
2017-04-06 17:00:00,170000,2054.81,2056.37,2051.5,2053.85,2370171289,2017,4,6,17
2017-04-06 18:00:00,180000,2053.95,2054.19,2050.76,2054.1,1755234717,2017,4,6,18
2017-04-06 19:00:00,190000,2054.06,2056.45,2052.03,2054.69,2521883122,2017,4,6,19
2017-04-07 11:00:00,110000,2046.78,2048.63,2030.15,2031.36,7179618460,2017,4,7,11
2017-04-07 12:00:00,120000,2031.36,2031.47,2018.73,2023.94,6191008330,2017,4,7,12
2017-04-07 13:00:00,130000,2023.99,2025.68,2015.26,2015.97,2886992765,2017,4,7,13
2017-04-07 14:00:00,140000,2015.91,2020.42,2012.19,2019.56,2996372136,2017,4,7,14
2017-04-07 15:00:00,150000,2019.54,2022.84,2014.48,2017.56,3241992835,2017,4,7,15
2017-04-07 16:00:00,160000,2017.56,2018.82,2011.87,2017.97,2600847695,2017,4,7,16
2017-04-07 17:00:00,170000,2018.06,2019.27,2010.92,2015.25,4072974324,2017,4,7,17
2017-04-07 18:00:00,180000,2015.32,2023.39,2014.08,2019.51,3236389855,2017,4,7,18
2017-04-07 19:00:00,190000,2019.51,2021.99,2018.3,2020.23,2464718376,2017,4,7,19
2017-04-10 11:00:00,110000,2017.75,2018.03,1989.7,1992.04,8233827114,2017,4,10,11
2017-04-10 12:00:00,120000,1992.12,1994.02,1973.57,1974.53,7280246777,2017,4,10,12
2017-04-10 13:00:00,130000,1974.59,1977.84,1972.34,1974.61,3750593336,2017,4,10,13
2017-04-10 14:00:00,140000,1974.6,1974.63,1965.58,1973.04,5328450423,2017,4,10,14
2017-04-10 15:00:00,150000,1973.03,1979.09,1972.05,1976.68,2852026488,2017,4,10,15
2017-04-10 16:00:00,160000,1976.67,1980.66,1976.16,1978.79,2555099076,2017,4,10,16
2017-04-10 17:00:00,170000,1979.01,1979.82,1972.64,1972.79,4054972038,2017,4,10,17
2017-04-10 18:00:00,180000,1972.85,1977.02,1972.6,1975.68,2829503987,2017,4,10,18
2017-04-10 19:00:00,190000,1975.69,1975.77,1971.23,1971.23,3173652130,2017,4,10,19
2017-04-11 11:00:00,110000,1969.12,1985.36,1965.8,1980.91,6656171361,2017,4,11,11
2017-04-11 12:00:00,120000,1980.86,1984.49,1975.61,1981.54,3936158410,2017,4,11,12
2017-04-11 13:00:00,130000,1981.54,1986.34,1976.77,1982.85,2689637104,2017,4,11,13
2017-04-11 14:00:00,140000,1982.84,1990.92,1982.05,1990.5,2934426489,2017,4,11,14
2017-04-11 15:00:00,150000,1990.52,1991.69,1987.88,1991.53,1660998456,2017,4,11,15
2017-04-11 16:00:00,160000,1991.62,1994.26,1982.43,1985.16,3179473650,2017,4,11,16
2017-04-11 17:00:00,170000,1985.16,1985.37,1975.07,1976.86,4236731205,2017,4,11,17
2017-04-11 18:00:00,180000,1977.05,1979.66,1971.59,1973.53,3886253195,2017,4,11,18
2017-04-11 19:00:00,190000,1973.53,1977.95,1972.89,1977.95,3327037482,2017,4,11,19
2017-04-12 11:00:00,110000,1985.69,1986.56,1978.07,1980.83,4098238036,2017,4,12,11
2017-04-12 12:00:00,120000,1980.81,1981.13,1973.18,1976.66,2804964252,2017,4,12,12
2017-04-12 13:00:00,130000,1976.69,1979.79,1972.82,1973.09,1973616457,2017,4,12,13
2017-04-12 14:00:00,140000,1973.04,1973.22,1967.75,1971.33,2589199806,2017,4,12,14
2017-04-12 15:00:00,150000,1971.33,1971.58,1959.21,1963.87,3910224489,2017,4,12,15
2017-04-12 16:00:00,160000,1964.03,1967.52,1961.05,1961.38,1553080267,2017,4,12,16
2017-04-12 17:00:00,170000,1961.38,1962.13,1950.65,1950.65,3285479176,2017,4,12,17
2017-04-12 18:00:00,180000,1950.51,1955.38,1948.29,1950.08,4397112712,2017,4,12,18
2017-04-12 19:00:00,190000,1949.98,1950.52,1942.58,1947.88,5368039149,2017,4,12,19
2017-04-13 11:00:00,110000,1954.39,1954.81,1936.3,1937.87,8754796430,2017,4,13,11
2017-04-13 12:00:00,120000,1937.93,1940.14,1916.67,1923.77,9209938930,2017,4,13,12
2017-04-13 13:00:00,130000,1923.86,1941.8,1921.88,1936.18,5087457651,2017,4,13,13
2017-04-13 14:00:00,140000,1936.19,1944.87,1931.58,1936.97,3762898729,2017,4,13,14
2017-04-13 15:00:00,150000,1936.85,1941.89,1936.75,1941.12,2379576318,2017,4,13,15
2017-04-13 16:00:00,160000,1941.13,1944.65,1930.38,1931.52,2455459924,2017,4,13,16
2017-04-13 17:00:00,170000,1931.48,1941.65,1928.89,1937.42,2673781163,2017,4,13,17
2017-04-13 18:00:00,180000,1937.52,1941.9,1933.24,1936.67,2649941411,2017,4,13,18
2017-04-13 19:00:00,190000,1936.56,1947.31,1936.38,1944.7,3297446686,2017,4,13,19
2017-04-14 11:00:00,110000,1943.65,1943.65,1931.5,1933.3,1917559474,2017,4,14,11
2017-04-14 12:00:00,120000,1933.3,1938.44,1932.41,1937.39,876500902,2017,4,14,12
2017-04-14 13:00:00,130000,1937.51,1939.72,1935.77,1938.58,804774474,2017,4,14,13
2017-04-14 14:00:00,140000,1938.58,1938.91,1936.33,1938.71,557897674,2017,4,14,14
2017-04-14 15:00:00,150000,1938.71,1939.75,1937.13,1937.98,615172613,2017,4,14,15
2017-04-14 16:00:00,160000,1938.01,1938.88,1931.41,1932.17,913942586,2017,4,14,16
2017-04-14 17:00:00,170000,1932.2,1932.31,1913.71,1920.09,3677131145,2017,4,14,17
2017-04-14 18:00:00,180000,1920.13,1920.86,1914.55,1915.65,1483219327,2017,4,14,18
2017-04-14 19:00:00,190000,1915.66,1917.87,1914.25,1916.29,1817397373,2017,4,14,19
2017-04-17 11:00:00,110000,1917.13,1924.7,1914.29,1921.96,2997433923,2017,4,17,11
2017-04-17 12:00:00,120000,1921.7,1921.84,1902.48,1909.82,2996239090,2017,4,17,12
2017-04-17 13:00:00,130000,1909.71,1919.45,1906.48,1916.38,1806283176,2017,4,17,13
2017-04-17 14:00:00,140000,1916.26,1918.63,1915.01,1917.91,1233752481,2017,4,17,14
2017-04-17 15:00:00,150000,1917.91,1928.63,1914.35,1927.32,2130905498,2017,4,17,15
2017-04-17 16:00:00,160000,1927.41,1936.47,1926.1,1935.23,2405876926,2017,4,17,16
2017-04-17 17:00:00,170000,1935.27,1941.04,1929.95,1938.96,2401669148,2017,4,17,17
2017-04-17 18:00:00,180000,1939.19,1940.18,1934.86,1940.05,1352355558,2017,4,17,18
2017-04-17 19:00:00,190000,1940.05,1944.93,1938.36,1942.72,2301190503,2017,4,17,19
2017-04-18 11:00:00,110000,1944.28,1949.52,1934.63,1935.72,5908218107,2017,4,18,11
2017-04-18 12:00:00,120000,1935.73,1941.75,1930.5,1931.28,3089458441,2017,4,18,12
2017-04-18 13:00:00,130000,1931.24,1934.46,1921.71,1923.04,3122590732,2017,4,18,13
2017-04-18 14:00:00,140000,1923.04,1926.84,1920.37,1925.08,2192611662,2017,4,18,14
2017-04-18 15:00:00,150000,1925.05,1930.37,1921.57,1925.06,1696827040,2017,4,18,15
2017-04-18 16:00:00,160000,1925.02,1926.1,1914.44,1919.03,2878304695,2017,4,18,16
2017-04-18 17:00:00,170000,1919.07,1927.37,1918.01,1926.34,2950701084,2017,4,18,17
2017-04-18 18:00:00,180000,1926.33,1932.76,1920.61,1923.65,3424510127,2017,4,18,18
2017-04-18 19:00:00,190000,1923.65,1927.79,1919.19,1920.29,2584405041,2017,4,18,19
2017-04-19 11:00:00,110000,1920.19,1927.64,1911.35,1925.5,6065407775,2017,4,19,11
2017-04-19 12:00:00,120000,1925.47,1928.72,1920.36,1922.45,2611580891,2017,4,19,12
2017-04-19 13:00:00,130000,1922.44,1929.54,1922.44,1927.77,1999201754,2017,4,19,13
2017-04-19 14:00:00,140000,1927.69,1932.81,1925.43,1930.77,1476102919,2017,4,19,14
2017-04-19 15:00:00,150000,1930.62,1930.74,1921.38,1921.74,1497973296,2017,4,19,15
2017-04-19 16:00:00,160000,1921.88,1926.02,1920.51,1925.28,1882850067,2017,4,19,16
2017-04-19 17:00:00,170000,1925.28,1928.58,1922.25,1923.05,2424590936,2017,4,19,17
2017-04-19 18:00:00,180000,1923.05,1925.69,1913.99,1914.45,3315063580,2017,4,19,18
2017-04-19 19:00:00,190000,1914.32,1921.49,1913.71,1916.5,3881422447,2017,4,19,19
2017-04-20 11:00:00,110000,1912.7,1915.86,1902.14,1902.14,6421718708,2017,4,20,11
2017-04-20 12:00:00,120000,1902.21,1910.95,1901.46,1910.03,3130189612,2017,4,20,12
2017-04-20 13:00:00,130000,1910.05,1910.64,1905.17,1909.0,2272716795,2017,4,20,13
2017-04-20 14:00:00,140000,1909.04,1909.54,1902.26,1903.62,2427031578,2017,4,20,14
2017-04-20 15:00:00,150000,1903.6,1909.18,1900.72,1908.02,3645303558,2017,4,20,15
2017-04-20 16:00:00,160000,1908.02,1918.07,1903.56,1917.79,4904259461,2017,4,20,16
2017-04-20 17:00:00,170000,1917.81,1922.91,1914.77,1916.9,4314246645,2017,4,20,17
2017-04-20 18:00:00,180000,1916.93,1924.35,1916.79,1923.03,3183103569,2017,4,20,18
2017-04-20 19:00:00,190000,1923.1,1932.25,1923.1,1932.17,4047170987,2017,4,20,19
2017-04-21 11:00:00,110000,1932.82,1943.4,1932.82,1943.23,5657788863,2017,4,21,11
2017-04-21 12:00:00,120000,1943.33,1952.34,1937.72,1950.05,5641622472,2017,4,21,12
2017-04-21 13:00:00,130000,1950.08,1953.2,1948.64,1952.12,3173779903,2017,4,21,13
2017-04-21 14:00:00,140000,1952.18,1953.44,1948.13,1952.85,2141956421,2017,4,21,14
2017-04-21 15:00:00,150000,1952.89,1955.43,1946.79,1949.22,2935786653,2017,4,21,15
2017-04-21 16:00:00,160000,1949.21,1952.16,1947.95,1950.95,1845601244,2017,4,21,16
2017-04-21 17:00:00,170000,1950.88,1950.88,1943.96,1947.49,2975948716,2017,4,21,17
2017-04-21 18:00:00,180000,1947.38,1949.54,1938.71,1939.66,3055743259,2017,4,21,18
2017-04-21 19:00:00,190000,1939.66,1944.72,1936.07,1944.72,3470424216,2017,4,21,19
2017-04-24 11:00:00,110000,1954.31,1964.85,1954.31,1958.5,6858099836,2017,4,24,11
2017-04-24 12:00:00,120000,1958.52,1971.17,1957.22,1970.73,5136098507,2017,4,24,12
2017-04-24 13:00:00,130000,1970.73,1972.56,1961.26,1963.43,2267352217,2017,4,24,13
2017-04-24 14:00:00,140000,1963.33,1965.03,1959.92,1964.0,1347255684,2017,4,24,14
2017-04-24 15:00:00,150000,1964.09,1966.3,1962.63,1966.24,1048992277,2017,4,24,15
2017-04-24 16:00:00,160000,1966.25,1971.25,1965.97,1971.03,2818577527,2017,4,24,16
2017-04-24 17:00:00,170000,1971.15,1979.66,1968.46,1977.24,6116890322,2017,4,24,17
2017-04-24 18:00:00,180000,1977.27,1978.41,1970.34,1976.2,5385545361,2017,4,24,18
2017-04-24 19:00:00,190000,1976.11,1979.76,1974.73,1979.57,4141195373,2017,4,24,19
2017-04-25 11:00:00,110000,1983.23,1983.23,1969.04,1978.78,7792033213,2017,4,25,11
2017-04-25 12:00:00,120000,1978.63,1989.55,1976.07,1988.73,3162910192,2017,4,25,12
2017-04-25 13:00:00,130000,1988.8,1990.6,1982.96,1986.68,2946141933,2017,4,25,13
2017-04-25 14:00:00,140000,1986.73,1993.55,1986.51,1992.95,2058109649,2017,4,25,14
2017-04-25 15:00:00,150000,1992.95,1998.09,1992.32,1996.95,2425039751,2017,4,25,15
2017-04-25 16:00:00,160000,1996.95,1997.05,1993.56,1996.36,2184057764,2017,4,25,16
2017-04-25 17:00:00,170000,1996.36,1998.75,1992.15,1996.32,4003355962,2017,4,25,17
2017-04-25 18:00:00,180000,1996.32,1998.28,1992.4,1996.93,3393074651,2017,4,25,18
2017-04-25 19:00:00,190000,1996.93,2002.37,1994.96,1998.41,5330290005,2017,4,25,19
2017-04-26 11:00:00,110000,2000.8,2008.88,2000.07,2007.32,5815583190,2017,4,26,11
2017-04-26 12:00:00,120000,2007.28,2009.98,1994.52,1995.83,5406380201,2017,4,26,12
2017-04-26 13:00:00,130000,1995.84,2003.99,1995.84,2003.97,2322427709,2017,4,26,13
2017-04-26 14:00:00,140000,2003.97,2004.45,1999.5,2001.56,2804206543,2017,4,26,14
2017-04-26 15:00:00,150000,2001.56,2004.9,1999.77,2000.16,1751578066,2017,4,26,15
2017-04-26 16:00:00,160000,2000.16,2005.56,1996.17,2004.81,3014571543,2017,4,26,16
2017-04-26 17:00:00,170000,2004.82,2013.22,2003.72,2013.1,3894880550,2017,4,26,17
2017-04-26 18:00:00,180000,2013.12,2025.5,2012.0,2024.15,5317279309,2017,4,26,18
2017-04-26 19:00:00,190000,2024.16,2031.08,2019.5,2026.92,5364387212,2017,4,26,19
2017-04-27 11:00:00,110000,2024.49,2024.49,2012.04,2017.2,6152747559,2017,4,27,11
2017-04-27 12:00:00,120000,2017.08,2021.76,2013.28,2014.07,4088971851,2017,4,27,12
2017-04-27 13:00:00,130000,2014.16,2017.35,2011.47,2013.71,1963449973,2017,4,27,13
2017-04-27 14:00:00,140000,2013.71,2013.72,2005.35,2009.1,3744561586,2017,4,27,14
2017-04-27 15:00:00,150000,2009.04,2015.57,2008.89,2011.51,4378460795,2017,4,27,15
2017-04-27 16:00:00,160000,2011.36,2013.72,2007.26,2013.69,3488610530,2017,4,27,16
2017-04-27 17:00:00,170000,2013.69,2024.28,2012.01,2019.76,4927556853,2017,4,27,17
2017-04-27 18:00:00,180000,2019.74,2020.53,2012.18,2012.34,6454248903,2017,4,27,18
2017-04-27 19:00:00,190000,2012.37,2012.46,2006.53,2011.67,4389094528,2017,4,27,19
2017-04-28 11:00:00,110000,2021.74,2031.06,2020.05,2020.81,7667086295,2017,4,28,11
2017-04-28 12:00:00,120000,2020.82,2023.49,2015.28,2017.74,3630934383,2017,4,28,12
2017-04-28 13:00:00,130000,2017.73,2018.59,2011.02,2015.0,2636021471,2017,4,28,13
2017-04-28 14:00:00,140000,2015.02,2025.72,2014.2,2024.85,3920586901,2017,4,28,14
2017-04-28 15:00:00,150000,2024.81,2024.81,2016.76,2019.55,3243616005,2017,4,28,15
2017-04-28 16:00:00,160000,2019.54,2023.21,2017.94,2019.19,2690676975,2017,4,28,16
2017-04-28 17:00:00,170000,2019.19,2020.63,2013.86,2019.35,3482667410,2017,4,28,17
2017-04-28 18:00:00,180000,2019.07,2020.63,2014.3,2019.34,3476349652,2017,4,28,18
2017-04-28 19:00:00,190000,2019.36,2023.62,2016.71,2016.71,4459908016,2017,4,28,19
2017-05-02 11:00:00,110000,2022.19,2032.09,2020.55,2030.54,6695135727,2017,5,2,11
2017-05-02 12:00:00,120000,2030.55,2039.19,2030.06,2036.99,4954048698,2017,5,2,12
2017-05-02 13:00:00,130000,2036.99,2041.94,2035.46,2039.32,2603722014,2017,5,2,13
2017-05-02 14:00:00,140000,2039.26,2044.24,2038.31,2042.58,2977345908,2017,5,2,14
2017-05-02 15:00:00,150000,2042.61,2042.94,2040.3,2041.56,2514629613,2017,5,2,15
2017-05-02 16:00:00,160000,2041.59,2042.0,2037.48,2039.38,2707308600,2017,5,2,16
2017-05-02 17:00:00,170000,2039.39,2040.14,2035.91,2037.25,2391180099,2017,5,2,17
2017-05-02 18:00:00,180000,2037.17,2037.97,2028.72,2028.89,3036154119,2017,5,2,18
2017-05-02 19:00:00,190000,2028.92,2031.86,2024.74,2026.85,3238281481,2017,5,2,19
2017-05-03 11:00:00,110000,2024.4,2027.65,1994.99,1995.01,8819011255,2017,5,3,11
2017-05-03 12:00:00,120000,1994.73,2000.88,1992.33,1999.37,3747740891,2017,5,3,12
2017-05-03 13:00:00,130000,1999.3,2008.64,1998.18,2003.96,3004175083,2017,5,3,13
2017-05-03 14:00:00,140000,2003.88,2006.89,2000.43,2004.18,2971623164,2017,5,3,14
2017-05-03 15:00:00,150000,2004.18,2007.61,2003.18,2004.62,2290694687,2017,5,3,15
2017-05-03 16:00:00,160000,2004.62,2006.39,2001.72,2004.45,3276536233,2017,5,3,16
2017-05-03 17:00:00,170000,2004.46,2005.48,1998.66,2000.58,3429006952,2017,5,3,17
2017-05-03 18:00:00,180000,2000.66,2002.49,1994.18,1996.4,4698871219,2017,5,3,18
2017-05-03 19:00:00,190000,1996.2,1999.03,1993.66,1993.66,2943327249,2017,5,3,19
2017-05-04 11:00:00,110000,1994.16,2000.3,1989.44,2000.08,6163668458,2017,5,4,11
2017-05-04 12:00:00,120000,2000.16,2013.37,1999.56,2011.38,4338642518,2017,5,4,12
2017-05-04 13:00:00,130000,2011.42,2014.51,2009.49,2010.29,2187105545,2017,5,4,13
2017-05-04 14:00:00,140000,2010.29,2011.21,2005.55,2010.05,2109801611,2017,5,4,14
2017-05-04 15:00:00,150000,2010.06,2015.61,2010.04,2010.57,2879855249,2017,5,4,15
2017-05-04 16:00:00,160000,2010.57,2011.54,2003.88,2007.16,2785572326,2017,5,4,16
2017-05-04 17:00:00,170000,2007.13,2007.88,1995.95,1996.95,3335312071,2017,5,4,17
2017-05-04 18:00:00,180000,1996.95,2002.3,1996.84,2001.98,3511531111,2017,5,4,18
2017-05-04 19:00:00,190000,2001.96,2003.57,1997.9,1998.87,3627486922,2017,5,4,19
2017-05-05 11:00:00,110000,1989.88,2000.77,1982.97,1997.45,7507885590,2017,5,5,11
2017-05-05 12:00:00,120000,1997.25,2001.98,1993.5,1996.79,3106817496,2017,5,5,12
2017-05-05 13:00:00,130000,1996.78,1996.78,1986.59,1987.31,2492856114,2017,5,5,13
2017-05-05 14:00:00,140000,1987.3,1993.21,1986.62,1989.87,1666903182,2017,5,5,14
2017-05-05 15:00:00,150000,1989.9,1993.36,1988.66,1991.87,1268080293,2017,5,5,15
2017-05-05 16:00:00,160000,1991.82,1997.0,1988.7,1989.21,2170475431,2017,5,5,16
2017-05-05 17:00:00,170000,1989.25,1996.21,1989.25,1992.3,2707971172,2017,5,5,17
2017-05-05 18:00:00,180000,1992.32,2001.04,1991.7,1999.4,2452140078,2017,5,5,18
2017-05-05 19:00:00,190000,1999.39,2002.41,1997.0,2002.41,2427668295,2017,5,5,19
2017-05-10 11:00:00,110000,2012.84,2017.84,2010.05,2013.03,6470709729,2017,5,10,11
2017-05-10 12:00:00,120000,2013.02,2013.72,2005.4,2011.98,2851751137,2017,5,10,12
2017-05-10 13:00:00,130000,2012.14,2021.59,2012.08,2019.3,3741205261,2017,5,10,13
2017-05-10 14:00:00,140000,2019.29,2020.26,2016.34,2017.92,1858452726,2017,5,10,14
2017-05-10 15:00:00,150000,2017.91,2019.92,2016.0,2018.66,1669117948,2017,5,10,15
2017-05-10 16:00:00,160000,2018.66,2020.97,2016.44,2019.34,2493741527,2017,5,10,16
2017-05-10 17:00:00,170000,2019.34,2022.78,2016.75,2018.81,4373968641,2017,5,10,17
2017-05-10 18:00:00,180000,2018.85,2023.38,2017.72,2022.83,4250674699,2017,5,10,18
2017-05-10 19:00:00,190000,2022.79,2028.21,2020.28,2028.21,3918572472,2017,5,10,19
2017-05-11 11:00:00,110000,2028.26,2028.58,2019.38,2021.28,5804001519,2017,5,11,11
2017-05-11 12:00:00,120000,2021.34,2022.65,2012.53,2015.32,4488102162,2017,5,11,12
2017-05-11 13:00:00,130000,2015.4,2022.07,2015.26,2018.71,2459750191,2017,5,11,13
2017-05-11 14:00:00,140000,2018.65,2018.83,2011.29,2015.86,2240190131,2017,5,11,14
2017-05-11 15:00:00,150000,2015.84,2016.23,2009.59,2010.52,1951789628,2017,5,11,15
2017-05-11 16:00:00,160000,2010.52,2011.73,2006.3,2010.91,2499066866,2017,5,11,16
2017-05-11 17:00:00,170000,2010.92,2011.36,1999.99,1999.99,3795203859,2017,5,11,17
2017-05-11 18:00:00,180000,1999.99,2001.95,1991.81,1997.76,4650561046,2017,5,11,18
2017-05-11 19:00:00,190000,1997.76,2002.97,1997.76,2002.54,3685755589,2017,5,11,19
2017-05-12 11:00:00,110000,2003.92,2004.03,1993.1,1996.54,4614634509,2017,5,12,11
2017-05-12 12:00:00,120000,1996.47,1999.49,1987.08,1989.79,3385366710,2017,5,12,12
2017-05-12 13:00:00,130000,1989.79,1993.18,1985.18,1986.49,2011163974,2017,5,12,13
2017-05-12 14:00:00,140000,1986.49,1989.1,1983.83,1986.89,1767332418,2017,5,12,14
2017-05-12 15:00:00,150000,1986.89,1995.77,1986.57,1993.66,2102105414,2017,5,12,15
2017-05-12 16:00:00,160000,1993.66,1995.61,1990.67,1993.97,2368037032,2017,5,12,16
2017-05-12 17:00:00,170000,1993.74,1996.71,1986.47,1986.97,2672358247,2017,5,12,17
2017-05-12 18:00:00,180000,1986.73,1988.26,1983.97,1986.81,2730042800,2017,5,12,18
2017-05-12 19:00:00,190000,1986.85,1994.58,1985.82,1994.58,3266526394,2017,5,12,19
2017-05-15 11:00:00,110000,1995.6,2008.11,1994.58,1995.08,5990118441,2017,5,15,11
2017-05-15 12:00:00,120000,1994.43,1999.78,1991.36,1998.4,2802324986,2017,5,15,12
2017-05-15 13:00:00,130000,1998.42,2003.01,1991.59,1995.46,3986731411,2017,5,15,13
2017-05-15 14:00:00,140000,1995.49,1996.56,1992.83,1995.43,3245356288,2017,5,15,14
2017-05-15 15:00:00,150000,1995.27,1995.53,1984.06,1988.72,3196738305,2017,5,15,15
2017-05-15 16:00:00,160000,1988.69,1991.78,1986.76,1989.18,2324130055,2017,5,15,16
2017-05-15 17:00:00,170000,1989.36,1995.48,1988.56,1994.24,2654352807,2017,5,15,17
2017-05-15 18:00:00,180000,1994.39,1998.68,1990.57,1998.36,3253066489,2017,5,15,18
2017-05-15 19:00:00,190000,1998.36,2003.12,1998.16,2003.12,3622602068,2017,5,15,19
2017-05-16 11:00:00,110000,2000.2,2000.31,1987.21,1997.82,7616545519,2017,5,16,11
2017-05-16 12:00:00,120000,1997.82,2002.25,1996.05,1996.58,3417477554,2017,5,16,12
2017-05-16 13:00:00,130000,1996.58,1997.54,1992.3,1992.52,2934262795,2017,5,16,13
2017-05-16 14:00:00,140000,1992.6,1995.36,1991.08,1992.88,2206303072,2017,5,16,14
2017-05-16 15:00:00,150000,1992.84,1996.7,1991.85,1995.67,2127102985,2017,5,16,15
2017-05-16 16:00:00,160000,1995.7,1998.35,1993.05,1996.16,2150126841,2017,5,16,16
2017-05-16 17:00:00,170000,1996.11,1999.37,1993.76,1997.83,2706826549,2017,5,16,17
2017-05-16 18:00:00,180000,1997.79,2000.59,1995.81,1999.2,3471622468,2017,5,16,18
2017-05-16 19:00:00,190000,1999.17,1999.2,1992.94,1992.94,4004820651,2017,5,16,19
2017-05-17 11:00:00,110000,1989.02,1994.87,1988.04,1992.53,4949849093,2017,5,17,11
2017-05-17 12:00:00,120000,1992.51,1996.98,1991.44,1994.08,2223629836,2017,5,17,12
2017-05-17 13:00:00,130000,1994.16,1994.19,1987.1,1989.97,2488216596,2017,5,17,13
2017-05-17 14:00:00,140000,1990.07,1996.68,1988.63,1995.62,2169630969,2017,5,17,14
2017-05-17 15:00:00,150000,1995.63,1996.0,1993.8,1994.62,1169045147,2017,5,17,15
2017-05-17 16:00:00,160000,1994.64,1998.7,1993.26,1996.31,1861591249,2017,5,17,16
2017-05-17 17:00:00,170000,1996.3,1997.49,1989.86,1990.95,4355019676,2017,5,17,17
2017-05-17 18:00:00,180000,1990.88,1997.13,1982.97,1995.9,4019630262,2017,5,17,18
2017-05-17 19:00:00,190000,1995.98,1999.56,1991.66,1994.35,2432346970,2017,5,17,19
2017-05-18 11:00:00,110000,1989.05,1996.85,1985.95,1991.07,4536180127,2017,5,18,11
2017-05-18 12:00:00,120000,1990.73,1992.14,1979.02,1979.84,4827017473,2017,5,18,12
2017-05-18 13:00:00,130000,1979.77,1980.93,1971.57,1978.42,4692380830,2017,5,18,13
2017-05-18 14:00:00,140000,1978.64,1982.4,1974.33,1978.14,2760594256,2017,5,18,14
2017-05-18 15:00:00,150000,1978.12,1981.98,1975.43,1977.73,3401406888,2017,5,18,15
2017-05-18 16:00:00,160000,1977.71,1981.6,1969.19,1971.03,6935019904,2017,5,18,16
2017-05-18 17:00:00,170000,1970.94,1972.61,1961.81,1965.71,6280533862,2017,5,18,17
2017-05-18 18:00:00,180000,1965.75,1969.54,1961.2,1963.15,4722351764,2017,5,18,18
2017-05-18 19:00:00,190000,1963.12,1971.23,1962.05,1967.66,2808590975,2017,5,18,19
2017-05-19 11:00:00,110000,1969.73,1975.72,1958.23,1959.71,7031900738,2017,5,19,11
