date,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,year,month,day
2015-10-19,2031.73,2034.45,2022.31,2033.66,15723,2015,10,19
2015-10-20,2033.13,2039.12,2026.61,2030.77,16171,2015,10,20
2015-10-21,2033.47,2037.97,2017.22,2018.94,17351,2015,10,21
2015-10-22,2021.88,2055.2,2021.88,2052.51,17937,2015,10,22
2015-10-23,2058.19,2079.74,2058.19,2075.15,17680,2015,10,23
2015-10-26,2075.08,2075.14,2066.53,2071.18,16030,2015,10,26
2015-10-27,2068.75,2070.37,2058.84,2065.89,16676,2015,10,27
2015-10-28,2066.48,2090.35,2063.11,2090.35,17473,2015,10,28
2015-10-29,2088.35,2092.52,2082.63,2089.41,16302,2015,10,29
2015-10-30,2090.0,2094.32,2079.34,2079.36,16226,2015,10,30
2015-11-02,2080.76,2106.2,2080.76,2104.05,14995,2015,11,2
2015-11-03,2102.63,2116.48,2097.51,2109.79,15618,2015,11,3
2015-11-04,2110.6,2114.59,2096.98,2102.31,16747,2015,11,4
2015-11-05,2101.68,2108.78,2090.41,2099.93,14027,2015,11,5
2015-11-06,2098.6,2101.91,2083.74,2099.2,16551,2015,11,6
2015-11-09,2096.56,2096.56,2069.1,2078.58,16780,2015,11,9
2015-11-10,2077.19,2083.67,2069.91,2081.72,16212,2015,11,10
2015-11-11,2083.41,2086.94,2074.85,2075.0,15835,2015,11,11
2015-11-12,2072.29,2072.29,2045.66,2045.97,16515,2015,11,12
2015-11-13,2044.64,2044.64,2022.02,2023.04,17393,2015,11,13
2015-11-16,2022.08,2053.22,2019.39,2053.19,17179,2015,11,16
2015-11-17,2053.67,2066.69,2045.9,2050.44,17418,2015,11,17
2015-11-18,2051.99,2085.31,2051.99,2083.58,16774,2015,11,18
2015-11-19,2083.7,2086.74,2078.76,2081.24,16111,2015,11,19
2015-11-20,2082.82,2097.06,2082.82,2089.17,15487,2015,11,20
2015-11-23,2089.41,2095.61,2081.39,2086.59,15494,2015,11,23
2015-11-24,2084.42,2094.12,2070.29,2089.14,16212,2015,11,24
2015-11-25,2089.3,2093.0,2086.3,2088.87,13547,2015,11,25
2015-11-27,2088.82,2093.29,2084.13,2090.11,7992,2015,11,27
2015-11-30,2090.95,2093.81,2080.41,2080.41,15470,2015,11,30
2015-12-01,2082.93,2103.35,2082.93,2102.63,13554,2015,12,1
2015-12-02,2101.71,2104.27,2077.11,2079.51,16127,2015,12,2
2015-12-03,2080.71,2085.0,2042.35,2049.62,17853,2015,12,3
2015-12-04,2051.24,2093.84,2051.24,2091.69,17027,2015,12,4
2015-12-07,2090.42,2090.42,2066.78,2077.07,16788,2015,12,7
2015-12-08,2073.39,2073.85,2052.32,2063.59,17058,2015,12,8
2015-12-09,2061.17,2080.33,2036.53,2047.62,18229,2015,12,9
2015-12-10,2047.93,2067.65,2045.67,2052.23,16738,2015,12,10
2015-12-11,2047.27,2047.27,2008.8,2012.37,17959,2015,12,11
2015-12-14,2013.37,2022.9,1993.26,2021.94,18642,2015,12,14
2015-12-15,2025.55,2053.87,2025.55,2043.41,17418,2015,12,15
2015-12-16,2046.5,2076.72,2042.43,2073.07,18371,2015,12,16
2015-12-17,2073.76,2076.33,2041.66,2041.89,16987,2015,12,17
2015-12-18,2040.81,2040.81,2005.33,2005.55,18033,2015,12,18
2015-12-21,2010.27,2022.9,2005.93,2021.15,16695,2015,12,21
2015-12-22,2023.15,2042.74,2020.49,2038.97,15874,2015,12,22
2015-12-23,2042.2,2064.73,2042.2,2064.29,15219,2015,12,23
2015-12-24,2063.52,2067.36,2058.73,2060.99,7840,2015,12,24
2015-12-28,2057.77,2057.77,2044.2,2056.5,14663,2015,12,28
2015-12-29,2060.54,2081.56,2060.54,2078.36,13836,2015,12,29
2015-12-30,2077.34,2077.34,2061.97,2063.36,13223,2015,12,30
2015-12-31,2060.59,2062.54,2043.62,2043.94,14749,2015,12,31
2016-01-04,2038.2,2038.2,1989.68,2012.66,18228,2016,1,4
2016-01-05,2013.78,2021.94,2004.17,2016.71,17199,2016,1,5
2016-01-06,2011.71,2011.71,1979.05,1990.26,17244,2016,1,6
2016-01-07,1985.32,1985.32,1938.83,1943.09,18499,2016,1,7
2016-01-08,1945.97,1960.4,1918.46,1922.03,18484,2016,1,8
2016-01-11,1926.12,1935.65,1901.1,1923.67,18540,2016,1,11
2016-01-12,1927.83,1947.38,1914.35,1938.68,18892,2016,1,12
2016-01-13,1940.34,1950.3,1886.41,1890.28,19371,2016,1,13
2016-01-14,1891.68,1934.47,1879.07,1921.84,19115,2016,1,14
2016-01-15,1916.68,1916.68,1857.83,1880.33,20060,2016,1,15
2016-01-19,1888.66,1901.44,1864.6,1881.33,19300,2016,1,19
2016-01-20,1876.18,1876.18,1812.29,1859.33,20798,2016,1,20
2016-01-21,1861.46,1889.85,1848.98,1868.99,19860,2016,1,21
2016-01-22,1877.4,1908.85,1877.4,1906.9,18358,2016,1,22
2016-01-25,1906.28,1906.28,1875.97,1877.08,16986,2016,1,25
2016-01-26,1878.79,1906.73,1878.79,1903.63,17973,2016,1,26
2016-01-27,1902.52,1916.99,1872.7,1882.95,17849,2016,1,27
2016-01-28,1895.35,1902.96,1873.65,1893.36,18943,2016,1,28
2016-01-29,1895.36,1940.24,1895.36,1940.24,17754,2016,1,29
2016-02-01,1936.94,1947.2,1920.3,1939.38,17737,2016,2,1
2016-02-02,1932.34,1932.34,1897.29,1903.03,18609,2016,2,2
2016-02-03,1910.08,1918.01,1872.23,1912.53,19999,2016,2,3
2016-02-04,1911.12,1927.35,1900.52,1915.45,18614,2016,2,4
2016-02-05,1913.07,1913.07,1872.65,1880.05,19163,2016,2,5
2016-02-08,1873.25,1873.25,1828.46,1853.44,19485,2016,2,8
2016-02-09,1845.75,1868.25,1834.94,1852.21,18673,2016,2,9
2016-02-10,1857.1,1881.6,1850.32,1851.86,18649,2016,2,10
2016-02-11,1842.35,1842.35,1810.1,1829.08,19553,2016,2,11
2016-02-12,1835.34,1864.78,1835.34,1864.78,17835,2016,2,12
2016-02-16,1871.44,1895.74,1871.44,1895.58,17057,2016,2,16
2016-02-17,1898.8,1930.68,1898.8,1926.82,17168,2016,2,17
2016-02-18,1928.78,1930.0,1915.09,1917.83,17129,2016,2,18
2016-02-19,1916.74,1918.78,1902.17,1917.78,16365,2016,2,19
2016-02-22,1927.62,1946.7,1927.62,1945.5,15783,2016,2,22
2016-02-23,1942.38,1942.38,1919.44,1921.27,16247,2016,2,23
2016-02-24,1910.05,1932.08,1891.02,1929.8,13946,2016,2,24
2016-02-25,1933.37,1951.83,1925.41,1951.7,15643,2016,2,25
2016-02-26,1954.95,1962.96,1945.78,1948.05,16806,2016,2,26
2016-02-29,1947.13,1958.27,1931.81,1932.23,16286,2016,2,29
2016-03-01,1937.09,1978.35,1937.09,1978.35,16298,2016,3,1
2016-03-02,1976.6,1986.51,1968.8,1986.45,16329,2016,3,2
2016-03-03,1985.6,1993.69,1977.37,1993.4,15886,2016,3,3
2016-03-04,1994.01,2009.13,1986.77,1999.99,16883,2016,3,4
2016-03-07,1996.11,2006.12,1989.38,2001.76,15472,2016,3,7
2016-03-08,1996.88,1996.88,1977.43,1979.26,16673,2016,3,8
2016-03-09,1981.44,1992.69,1979.84,1989.26,16073,2016,3,9
2016-03-10,1990.97,2005.07,1969.25,1989.57,16783,2016,3,10
2016-03-11,1995.93,2022.34,1995.93,2022.19,15132,2016,3,11
2016-03-14,2018.73,2024.57,2012.05,2019.64,14749,2016,3,14
2016-03-15,2014.0,2015.94,2005.23,2015.93,14993,2016,3,15
2016-03-16,2014.24,2032.02,2010.04,2027.22,16699,2016,3,16
